spectraltype,redshift,color,temperature,gravity,metallicity
K5V,0.0001085248,0.983,4576,4.414,-0.39
G5Vp,0.0005964504,0.704,5320,4.49,-0.76
G8Vp,0.0002577078,0.754,5047,4.59,-1.34
G1V,-0.0001254154,0.561,5659,4.42,-0.6
G5Vp,0.0001171556,0.704,5320,4.49,-0.76
G1V,0.0001758016,0.6,5630,4.5,-0.45
F9V,0.0001614915,0.529,5784,4.14,-0.55
sdF8,8.439222E-05,0.394,5949,3.93,-1.7
K3V,0.0001945343,1.077,4704,2.64,0.25
K0V,-8.889177E-06,0.767,5232,4.6,0.36
F9V,0.0001337312,0.518,6038,4.37,-0.08
G5Vp,0.0008087354,0.704,5320,4.49,-0.76
K0V,5.553939E-05,0.786,5221,4.5,-0.24
G2V,4.361505E-06,0.614,5820,4.26,0.07
K0V,0.0001079056,0.819,5139,4.79,-0.07
G8V,9.44741E-05,0.692,5285,4.62,-0.71
G5,0.0001131161,0.717,5426,4.5,-0.04
G0,-8.606342E-05,0.757,5261,4.394,-0.13
sdF8,0.0007749209,0.394,5949,3.93,-1.7
F8V,2.963628E-05,0.661,5152,2.4,-1.42
F9V,0.0001706754,0.518,6038,4.37,-0.08
G8V,0.0001556524,0.692,5285,4.62,-0.71
A1V,5.471476E-05,0.107,7852,3.18,-1.67
F8,0.0001344561,0.53,5873,4.37,-0.45
0,0.0007359333,0.536,5665,4.28,-0.99
G8V,-1.298537E-05,0.652,5455,4.34,-0.55
G0,7.986648E-05,0.757,5261,4.394,-0.13
A2,6.272904E-06,0.298,7118,4.045,-0.15
G5,-2.114426E-05,0.759,5262,4.5,-0.03
G3IV,-0.0001703464,0.828,5126,3.5,-0.59
G5V,7.283449E-05,0.667,5463,4.5,-0.16
G0V,-0.0001561159,0.564,5651,4.42,-0.32
F9V,-6.586711E-05,0.568,5748,4.17,-0.42
M1V,0.0005077132,1.474,3705,4.8,0.6
M1V,0.0002728976,1.474,3705,4.8,0.6
G2V,0.0002694123,0.539,5373,4.37,-1.08
G0V,0.0007139691,0.564,5651,4.42,-0.32
G8V,0.0003990684,0.692,5285,4.62,-0.71
G1V,0.0002059253,0.6,5630,4.5,-0.45
K1V,5.105018E-05,0.819,5169,4.43,-0.17
K1V...,0.0002303171,0.863,4801,4.6,-1.72
G1V,0.0004097193,0.561,5659,4.42,-0.6
G8V,-0.0001227717,0.692,5285,4.62,-0.71
G1V,0.0002514906,0.712,5613,4.11,-0.94
G5III,0.0008847326,0.709,5073,2.51,-1.44
G8Vp,0.0007617304,0.754,5047,4.59,-1.34
G5Vp,2.197374E-05,0.704,5320,4.49,-0.76
G5Vp,-0.000434236,0.704,5320,4.49,-0.76
G1V,-0.0004910211,0.6,5630,4.5,-0.45
Fw,0.0005358497,0.647,4949,1.32,-2.32
O9.5Ib...,-0.0003154275,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001252448,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001696885,0.18,6537,2.497,-2.09
A3V,0.0004831132,0.114,7828,3.97,0.1
O9.5Vvar,7.518045E-05,0.18,6537,2.497,-2.09
F0,0.0001907669,0.287,7134,3.863,-0.07
sdF8,7.845238E-05,0.394,5949,3.93,-1.7
G0Vwe,0.0005843997,0.427,5734,3.74,-1.56
G5Vp,0.0005310607,0.704,5320,4.49,-0.76
G8V,-8.969228E-05,0.692,5285,4.62,-0.71
G0,-2.819572E-05,0.645,5467,4.68,-0.4
G5,0.0003946187,0.759,5262,4.5,-0.03
G5IV,-3.019889E-05,0.719,5448,3.85,0.16
K0V,6.512531E-05,0.786,5221,4.5,-0.24
G0Vwe,0.0002336014,0.427,5734,3.74,-1.56
G8V,0.0003021481,0.692,5285,4.62,-0.71
K0V,0.0001747926,0.786,5221,4.5,-0.24
G0,-1.021465E-05,0.645,5467,4.68,-0.4
F8IV,-2.115047E-05,0.456,6163,4.12,-0.29
K2V,0.0001569823,0.871,4955,4.47,-0.23
M1V,0.0002707385,1.474,3705,4.8,0.6
G2V,-0.0001813745,0.539,5373,4.37,-1.08
G8V,-6.730459E-05,0.692,5285,4.62,-0.71
F9V,-9.231101E-05,0.479,5841,4.16,-0.72
0,0.0001193912,1.633,3714,1.49,-0.57
O9.5Vvar,3.861138E-05,0.18,6537,2.497,-2.09
O9.5Vvar,8.228748E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001220967,-0.199,9899,2.924,0.09
O9.5Ib...,3.868809E-05,-0.199,9899,2.924,0.09
O9.5Ib...,0.000158061,-0.199,9899,2.924,0.09
O9.5Vvar,0.0004129719,0.18,6537,2.497,-2.09
O9.5Vvar,0.0004097172,0.18,6537,2.497,-2.09
O9.5Vvar,-4.805911E-05,0.18,6537,2.497,-2.09
G2IV,3.856121E-05,0.605,5807,3.89,0.14
O9.5Ib...,-1.463897E-05,-0.199,9899,2.924,0.09
F6IVwvar,-0.0003759079,0.382,6275,4.03,-0.57
O9.5Ib...,2.683837E-05,-0.199,9899,2.924,0.09
G2V,0.0005441984,0.539,5373,4.37,-1.08
O9.5Ib...,0.0002884424,-0.199,9899,2.924,0.09
F4V,0.001000365,0.439,5952,4.22,-1.45
O9.5Ib...,-3.833298E-05,-0.199,9899,2.924,0.09
O9.5Vvar,2.734262E-05,0.18,6537,2.497,-2.09
G8II-III,-3.636851E-06,0.895,5063,2.65,0.25
Fw,0.0001500779,0.647,4949,1.32,-2.32
G5IIIwe,2.020134E-05,0.711,4984,2.36,-1.97
G2V,4.810472E-05,0.539,5373,4.37,-1.08
G2V,-7.485497E-05,0.539,5373,4.37,-1.08
F5V,0.0001147826,0.429,6180,4.11,-0.41
G2V,6.519127E-05,0.539,5373,4.37,-1.08
G8II-III,6.122096E-05,0.895,5063,2.65,0.25
G2V,6.009755E-06,0.539,5373,4.37,-1.08
F5V,5.836567E-05,0.429,6180,4.11,-0.41
G8p...,6.46956E-05,1.323,4547,1.93,-0.33
F5V,6.582304E-05,0.429,6180,4.11,-0.41
F5V,0.0002819735,0.429,6180,4.11,-0.41
G8II-III,0.000262247,0.895,5063,2.65,0.25
G2V,0.0002926666,0.539,5373,4.37,-1.08
G8II-III,0.0001366194,0.895,5063,2.65,0.25
G2V,-2.213581E-05,0.539,5373,4.37,-1.08
G5IIIwe,4.820234E-05,0.711,4984,2.36,-1.97
G5IIIwe,2.442622E-05,0.711,4984,2.36,-1.97
F5V,9.853669E-05,0.429,6180,4.11,-0.41
G2V,0.0003364648,0.539,5373,4.37,-1.08
G5IIIwe,0.0003272514,0.711,4984,2.36,-1.97
G8II-III,-5.259571E-05,0.895,5063,2.65,0.25
G8II-III,5.257137E-05,0.895,5063,2.65,0.25
G2V,0.0001680778,0.539,5373,4.37,-1.08
G8II-III,0.0001060255,0.895,5063,2.65,0.25
G2V,2.364039E-05,0.539,5373,4.37,-1.08
G8II-III,0.0001841406,0.895,5063,2.65,0.25
G2V,0.0002121015,0.539,5373,4.37,-1.08
G8II-III,7.887844E-05,0.895,5063,2.65,0.25
F5V,6.660894E-06,0.429,6180,4.11,-0.41
G2V,0.0001163922,0.539,5373,4.37,-1.08
G5IIIwe,9.937943E-05,0.711,4984,2.36,-1.97
Fw,1.285402E-05,0.647,4949,1.32,-2.32
F5V,8.350992E-06,0.429,6180,4.11,-0.41
F5V,-2.83539E-05,0.429,6180,4.11,-0.41
G2V,-0.0001260849,0.539,5373,4.37,-1.08
G2V,-0.0001401422,0.539,5373,4.37,-1.08
F5V,0.000235537,0.429,6180,4.11,-0.41
F5V,0.0001813185,0.429,6180,4.11,-0.41
G2V,0.0004023089,0.539,5373,4.37,-1.08
G2V,7.464448E-05,0.539,5373,4.37,-1.08
M2V,0.001180879,1.502,3717,4.89,-0.2
A4p,0.0003529247,0.43,5937,4.37,-2.03
O9.5Vvar,-0.0001155874,0.18,6537,2.497,-2.09
G2V,0.0001847881,0.539,5373,4.37,-1.08
O9.5Vvar,-1.128749E-06,0.18,6537,2.497,-2.09
G0,0.0001927618,0.564,5720,4.4,-0.54
G0,-0.0001202892,0.645,5467,4.68,-0.4
M1V,-0.0003366855,1.474,3705,4.8,0.6
G5,-0.0001491216,0.717,5426,4.5,-0.04
G7V,2.08643E-05,0.656,5377,4.5,-0.35
G8Vp,2.739289E-05,0.754,5047,4.59,-1.34
K0,0.000512457,1.113,4310,1.21,-1.36
K3III,-9.928359E-05,1.299,4395,2.11,-0.01
K5III,6.502254E-06,1.538,3922,1.21,-0.17
O9.5Ib...,0.0005328528,-0.199,9899,2.924,0.09
G0V,-3.308985E-05,0.545,5913,4.4,-0.01
G5,-7.736666E-05,0.732,5281,4.374,-0.12
G5,-0.0001340521,0.717,5426,4.5,-0.04
G7V,-0.0003066953,0.656,5377,4.5,-0.35
G7V,0.0001044339,0.656,5377,4.5,-0.35
K1V,-0.0003183142,0.811,5059,4.45,-0.16
G5,-4.871788E-05,0.58,5625,4.2,-0.21
K5V,-0.0001238042,1.069,4382,4.64,-0.28
K0,-2.881955E-05,0.624,5100,2.73,-1.82
K5V,0.0002555473,0.983,4576,4.414,-0.39
G1V,3.501208E-05,0.561,5659,4.42,-0.6
G8V,-4.918393E-05,0.692,5285,4.62,-0.71
G5,6.661298E-05,0.717,5426,4.5,-0.04
G2V,-0.0001526907,0.539,5373,4.37,-1.08
G5III,0.000737789,0.709,5073,2.51,-1.44
K0II-III..,0.0002645337,1.159,4343,1.76,-0.54
G3IV,0.0005927728,0.828,5126,3.5,-0.59
G5Vp,-0.0001591853,0.704,5320,4.49,-0.76
G8III,1.108349E-05,1.136,4304,0.93,-1.35
K,-3.725294E-05,1.176,4246,4.24,0
K1V,-3.656343E-05,0.811,5059,4.45,-0.16
K3V,-7.126392E-05,1.038,4528,4.251,0.07
F9V,0.0001907895,0.497,5830,3.89,-0.85
G0,0.0004008742,0.638,5257,3.15,-1.48
K3V,-5.018715E-05,1.038,4528,4.251,0.07
F8V,-0.0005519685,0.661,5152,2.4,-1.42
M1V,5.036908E-05,1.474,3705,4.8,0.6
O9.5Ib...,0.0002351051,-0.199,9899,2.924,0.09
B9III,-0.0001317827,-0.021,9640,3.804,-0.06
B5,5.210758E-05,0.326,6162,4.05,-2.26
G0,-5.491128E-05,0.645,5467,4.68,-0.4
F9V,-6.880978E-05,0.486,5790,3.7,-0.65
G0V,0.0001131749,0.526,5704,4.36,-0.74
K1V,-7.255525E-05,0.819,5169,4.43,-0.17
G5,0.0002322143,0.717,5426,4.5,-0.04
K0,-0.0001032849,0.773,5261,4.55,-0.03
G5,3.520634E-06,0.717,5426,4.5,-0.04
G5,-0.000142422,0.717,5426,4.5,-0.04
K3V,4.16252E-05,0.95,4775,4.409,-0.12
G6V,0.0001911189,0.603,5474,4.16,-0.67
G3IV,-0.00043077,0.828,5126,3.5,-0.59
G1V,-0.000138929,0.561,5659,4.42,-0.6
G5,-0.0002162587,0.645,5476,4.357,-0.32
G5,4.366251E-05,0.717,5426,4.5,-0.04
F8V-VI,-0.0002286957,0.446,5895,4.41,-1.05
0,-0.0009641425,0.536,5665,4.28,-0.99
F0,-0.0002442001,0.359,6767,4.083,-0.21
G5,0.0003733012,0.717,5426,4.5,-0.04
M1V,-0.0008857679,1.474,3705,4.8,0.6
F8V-VI,0.0002698463,0.45,5966,4.21,-0.72
B5,0.001255423,0.326,6162,4.05,-2.26
K1V,0.0002325535,0.811,5059,4.45,-0.16
G0V,0.0001069396,0.526,5704,4.36,-0.74
B5,0.0001522129,0.326,6162,4.05,-2.26
F9V,-3.086793E-05,0.486,5790,3.7,-0.65
G0V,-0.0001580133,0.572,5661,4.27,-0.37
F8V-VI,5.669787E-05,0.45,5966,4.21,-0.72
B5,-8.767498E-05,0.326,6162,4.05,-2.26
G8V,-0.0001317404,0.692,5285,4.62,-0.71
G0V...,-0.0002771017,0.53,5860,4.4,-0.26
F9V,-0.0001514552,0.568,5748,4.17,-0.42
F9V,-0.0003111906,0.568,5748,4.17,-0.42
G2V,-0.0007767853,0.581,5506,3.8,-0.5
G8V,-8.826284E-05,0.652,5455,4.34,-0.55
G8V,-8.105292E-05,0.692,5285,4.62,-0.71
G0,-0.0001336622,0.564,5720,4.4,-0.54
K3V,-0.000112271,1.038,4528,4.251,0.07
0,1.359546E-05,0.536,5665,4.28,-0.99
K2V,8.429565E-05,0.871,4955,4.47,-0.23
K2V,0.0001026196,0.871,4955,4.47,-0.23
G0V,-0.0002116581,0.564,5651,4.42,-0.32
G5Vp,-4.833257E-05,0.704,5320,4.49,-0.76
G8IV-V,-3.774953E-05,0.701,5563,4.23,-0.02
G2V,7.703102E-05,0.539,5373,4.37,-1.08
0,-0.0001377271,1.08,4437,2.745,0.21
G0,0.000136436,0.645,5467,4.68,-0.4
F3Vwvar,5.793119E-06,0.323,6718,4.33,-0.39
G8IV-V,-0.0001459337,0.701,5563,4.23,-0.02
A1V,0.0003593474,0.107,7852,3.18,-1.67
G0V,-0.0001946856,0.564,5651,4.42,-0.32
G5III...,0.0001704964,0.84,4861,2.43,-0.66
G5IIIwe,-0.0005032547,0.711,4984,2.36,-1.97
G0V,0.000378326,0.536,5621,4.03,-1.02
G1V,7.475874E-05,0.712,5613,4.11,-0.94
G5IIIwe,-6.252058E-05,0.711,4984,2.36,-1.97
G5,-5.920248E-05,0.717,5426,4.5,-0.04
F8V-VI,0.000258596,0.45,5966,4.21,-0.72
M1V,-0.0007438485,1.474,3705,4.8,0.6
M1V,0.0002665544,1.474,3705,4.8,0.6
M1V,3.292369E-05,1.474,3705,4.8,0.6
A1V,-7.941871E-05,0.107,7852,3.18,-1.67
G0Vwe,-4.313587E-05,0.427,5734,3.74,-1.56
K0V,7.302222E-05,0.767,5232,4.6,0.36
G5,0.001136932,0.953,4576,1.4,-1.71
G3V,0.0001683356,0.613,5324,4.47,-0.75
K0V,-0.0001732712,0.786,5221,4.5,-0.24
G1V,-0.0004256699,0.712,5613,4.11,-0.94
K3V,-0.0001015654,1.038,4528,4.251,0.07
0,-7.786004E-05,0.427,5645,4.03,-1.51
K0V,-9.50195E-05,0.786,5221,4.5,-0.24
G0V,0.0003247834,0.526,5704,4.36,-0.74
G5,-0.0001255263,0.816,4845,3.427,-0.44
G5Vp,3.534121E-05,0.704,5320,4.49,-0.76
K3Vvar,-7.329426E-05,1,4727,4.5,0.05
G8IV-V,-5.047015E-05,0.701,5563,4.23,-0.02
G6V,-2.91443E-05,0.603,5474,4.16,-0.67
F9V,-1.26814E-05,0.568,5748,4.17,-0.42
0,0.0001098138,1.08,4437,2.745,0.21
G8V,6.911724E-07,0.692,5285,4.62,-0.71
G5,8.671971E-05,0.645,5476,4.357,-0.32
G8V,0.0002015027,0.692,5285,4.62,-0.71
F0,0.0001565453,0.359,6767,4.083,-0.21
K2V,8.310878E-06,0.871,4955,4.47,-0.23
F8V-VI,0.0006438958,0.45,5966,4.21,-0.72
A9Vn,0.000608434,0.272,7235,4.09,-0.36
G1V,0.0001278066,0.712,5613,4.11,-0.94
M1V,-1.27601E-05,1.474,3705,4.8,0.6
0,0.0001016806,1.08,4437,2.745,0.21
G1V,-0.0002731156,0.712,5613,4.11,-0.94
G8V,-0.0002567925,0.652,5455,4.34,-0.55
G7V,-2.164506E-05,0.656,5377,4.5,-0.35
B5,-0.0002581075,0.326,6162,4.05,-2.26
A2,-0.0002716636,0.298,7118,4.045,-0.15
B5,0.0002170799,0.326,6162,4.05,-2.26
F8V-VI,-0.0002619131,0.45,5966,4.21,-0.72
K0V,-4.149635E-05,0.786,5221,4.5,-0.24
G0,-0.0002732161,0.645,5467,4.68,-0.4
F7Vm,0.0002001351,0.378,6061,3.58,-1.07
B5,0.0002768336,0.326,6162,4.05,-2.26
G5,0.0003376997,0.87,5203,2.29,-1.22
A1V,0.0001401192,0.107,7852,3.18,-1.67
G5,-8.443629E-05,0.759,5262,4.5,-0.03
G8IV-V,-0.0001683093,0.701,5563,4.23,-0.02
K0V,2.037575E-05,0.786,5221,4.5,-0.24
K0V,0.0001931627,0.786,5221,4.5,-0.24
G0,-0.0003276064,0.645,5467,4.68,-0.4
G5III...,0.0002351317,0.84,4861,2.43,-0.66
K5V,0.0001122662,0.983,4576,4.414,-0.39
G5Vp,2.667793E-06,0.704,5320,4.49,-0.76
G5,-0.0001595838,0.732,5281,4.374,-0.12
K2,-5.682514E-05,1.099,4505,4.307,-0.07
G8V,-0.0001192105,0.692,5285,4.62,-0.71
K,1.174297E-06,1.176,4246,4.24,0
M1V,0.0002382585,1.474,3705,4.8,0.6
M1V,-6.329535E-05,1.474,3705,4.8,0.6
O9.5Ib...,0.0001765504,-0.199,9899,2.924,0.09
A1V,0.0009707541,0.107,7852,3.18,-1.67
F0,0.0003593343,0.313,6808,4.2,-1.24
A1V,0.0008784126,0.107,7852,3.18,-1.67
B5,-0.0002536013,0.326,6162,4.05,-2.26
G5Vp,0.0001883607,0.704,5320,4.49,-0.76
G8V,-0.0001179414,0.692,5285,4.62,-0.71
0,-0.0001259265,0.427,5645,4.03,-1.51
K5V,0.0002490299,0.983,4576,4.414,-0.39
K0V,-0.0001338458,0.786,5221,4.5,-0.24
G5,-0.0005555029,0.953,4576,1.4,-1.71
G1V,-3.599626E-05,0.633,5742,4.21,0.12
K0V,3.830766E-05,0.786,5221,4.5,-0.24
G8V,1.352291E-05,0.692,5285,4.62,-0.71
K5V,5.666722E-05,1.069,4382,4.64,-0.28
M1V,0.0004553053,1.474,3705,4.8,0.6
F9V,-0.0002936691,0.518,6038,4.37,-0.08
F8,0.000271729,0.53,5873,4.37,-0.45
G1V,-9.529464E-05,0.6,5630,4.5,-0.45
G5III,0.0006507252,0.709,5073,2.51,-1.44
F9V,3.639117E-05,0.497,5830,3.89,-0.85
F9V,0.0003122729,0.486,5790,3.7,-0.65
M1V,-4.06957E-05,1.474,3705,4.8,0.6
Fw,0.0001696276,0.647,4949,1.32,-2.32
K0V,1.831713E-05,0.786,5221,4.5,-0.24
M1V,-0.00102892,1.474,3705,4.8,0.6
G2V,-0.0001342832,0.65,5777,4.44,0
M1V,-0.0002453646,1.474,3705,4.8,0.6
G0V,-0.0002127422,0.572,5661,4.27,-0.37
G5Vp,-0.000208771,0.704,5320,4.49,-0.76
K0V,-5.611339E-05,0.786,5221,4.5,-0.24
G5,-0.0001063667,0.717,5426,4.5,-0.04
K0,0.0001545754,0.773,5261,4.55,-0.03
K5V,-8.806532E-05,0.983,4576,4.414,-0.39
K1V,-9.324805E-05,0.819,5169,4.43,-0.17
G1V,9.863829E-05,0.6,5630,4.5,-0.45
M1V,-0.0007967427,1.474,3705,4.8,0.6
M1V,-0.0001734398,1.474,3705,4.8,0.6
M1V,-0.0005936278,1.474,3705,4.8,0.6
G0,-0.0002215497,0.674,5480,4.387,0.03
K5IV,-0.0005519678,1.063,4353,4.522,-0.47
G1V,-0.0006300678,0.6,5630,4.5,-0.45
G1V,-0.0002023013,0.6,5630,4.5,-0.45
G5,-7.444328E-05,0.717,5426,4.5,-0.04
K1V,-6.576615E-05,0.819,5169,4.43,-0.17
G8IV-V,-0.0002022829,0.701,5563,4.23,-0.02
G8IV-V,5.000799E-06,0.701,5563,4.23,-0.02
F8,-0.000559177,0.53,5873,4.37,-0.45
F0V,-0.0003235997,0.309,7071,4.123,-0.14
F9V,-0.0002616394,0.486,5790,3.7,-0.65
sdG2,-0.0001200969,0.621,5405,4.49,-1.7
K3III,-0.000284248,1.299,4395,2.11,-0.01
M1V,0.000698938,1.474,3705,4.8,0.6
M1V,0.0005486942,1.474,3705,4.8,0.6
M1V,0.0002782338,1.474,3705,4.8,0.6
K7V,-0.0001206705,1.363,3900,4.232,0.17
M1V,-0.0002112135,1.474,3705,4.8,0.6
M1V,0.0008393703,1.474,3705,4.8,0.6
K7V,-6.307117E-05,1.363,3900,4.232,0.17
M1V,0.0003766681,1.474,3705,4.8,0.6
Fw,1.339412E-05,0.647,4949,1.32,-2.32
M1V,0.0008274785,1.474,3705,4.8,0.6
F9V,0.0004603199,0.486,5790,3.7,-0.65
K7V,0.0002779296,1.363,3900,4.232,0.17
K2V,0.0001556616,0.871,4955,4.47,-0.23
M2V,7.641544E-05,1.502,3717,4.89,-0.2
M1V,0.001137444,1.474,3705,4.8,0.6
M1V,0.000853283,1.474,3705,4.8,0.6
M1V,0.001042897,1.474,3705,4.8,0.6
G2V,-0.0001672595,0.539,5373,4.37,-1.08
Fw,0.0001818848,0.647,4949,1.32,-2.32
O9.5Vvar,0.0001858835,0.18,6537,2.497,-2.09
K0V,-2.791188E-05,0.786,5221,4.5,-0.24
O9.5Vvar,-0.0002782685,0.18,6537,2.497,-2.09
O9.5Vvar,3.923665E-05,0.18,6537,2.497,-2.09
O9.5Vvar,6.568857E-05,0.18,6537,2.497,-2.09
O9.5Ib...,2.596389E-05,-0.199,9899,2.924,0.09
O9.5Ib...,1.979656E-05,-0.199,9899,2.924,0.09
O9.5Vvar,0.000119199,0.18,6537,2.497,-2.09
O9.5Ib...,3.660229E-05,-0.199,9899,2.924,0.09
O9.5Vvar,-8.949546E-06,0.18,6537,2.497,-2.09
O9.5Vvar,1.06054E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003711629,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002470122,0.18,6537,2.497,-2.09
O9.5Ib...,8.488732E-05,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001656062,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003970976,0.18,6537,2.497,-2.09
O9.5Vvar,0.000231889,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001794681,-0.199,9899,2.924,0.09
0,0.0002559702,1.633,3714,1.49,-0.57
O9.5Vvar,9.618085E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.000206586,0.18,6537,2.497,-2.09
O9.5Vvar,0.000123891,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001703394,-0.199,9899,2.924,0.09
G0V,-5.154613E-05,0.536,5621,4.03,-1.02
G5,9.406324E-06,0.717,5426,4.5,-0.04
F0V,0.0002017642,0.309,7071,4.123,-0.14
K0,-0.0001654964,0.773,5261,4.55,-0.03
G2V,7.300331E-05,0.539,5373,4.37,-1.08
G8Vp,0.0002464395,0.754,5047,4.59,-1.34
K1V,6.378276E-05,0.811,5059,4.45,-0.16
K1V,2.438393E-05,0.819,5169,4.43,-0.17
K0V,0.0001375751,0.786,5221,4.5,-0.24
B9,-0.000461584,0.029,8554,4.325,0.1
K0V,-0.0001186002,0.786,5221,4.5,-0.24
K5V,2.173101E-05,0.983,4576,4.414,-0.39
G5,3.539562E-05,0.717,5426,4.5,-0.04
O8,-0.0001190828,0.063,6890,4.184,-1.62
G8V,0.0001630146,0.692,5285,4.62,-0.71
G5Vp,0.0001249606,0.704,5320,4.49,-0.76
G8V,0.0003442097,0.692,5285,4.62,-0.71
G8V,0.0001372517,0.692,5285,4.62,-0.71
G5III,0.0008548804,0.709,5073,2.51,-1.44
K0,0.0002416646,0.773,5261,4.55,-0.03
G5Vp,-9.536685E-05,0.704,5320,4.49,-0.76
G9V,8.23466E-05,0.764,5132,4.34,-0.61
G5,-9.528483E-05,0.717,5426,4.5,-0.04
G1V,0.000178575,0.6,5630,4.5,-0.45
G5,1.781493E-05,0.58,5625,4.2,-0.21
G0V,3.504528E-05,0.564,5651,4.42,-0.32
G2V,-0.000262336,0.581,5506,3.8,-0.5
G0V,0.0001118639,0.526,5704,4.36,-0.74
F8IV,-0.0001598223,0.456,6163,4.12,-0.29
G8IV-V,-0.0001817699,0.858,4804,2.5,-0.5
F9V,-0.0002409983,0.486,5790,3.7,-0.65
G5,1.917834E-05,0.58,5625,4.2,-0.21
G5,-0.0001880273,0.645,5476,4.357,-0.32
K5V,-0.0001575847,1.069,4382,4.64,-0.28
F8V,0.0003879164,0.661,5152,2.4,-1.42
K0,-2.703601E-05,0.773,5261,4.55,-0.03
K1V,-8.006414E-05,0.811,5059,4.45,-0.16
K2V,-0.0001889796,0.871,4955,4.47,-0.23
K1V,-1.929703E-05,0.811,5059,4.45,-0.16
F7V-VI,-0.0002246703,0.452,5961,4.3,-1.16
G5,-0.0001429843,0.732,5281,4.374,-0.12
F8V,0.0002161788,0.661,5152,2.4,-1.42
G7V,-6.093493E-05,0.656,5377,4.5,-0.35
G8V,5.95484E-05,0.692,5285,4.62,-0.71
G5,-0.000234999,0.717,5426,4.5,-0.04
G7V,1.156434E-05,0.656,5377,4.5,-0.35
K0V,1.58599E-06,0.786,5221,4.5,-0.24
G3IV,0.0003056267,0.828,5126,3.5,-0.59
G8V,-0.0003595341,0.692,5285,4.62,-0.71
K0IV,-1.013128E-05,0.841,5074,3.49,-0.1
G5,7.834489E-05,0.717,5426,4.5,-0.04
G5,4.319027E-05,0.717,5426,4.5,-0.04
G8V,-0.0001731075,0.692,5285,4.62,-0.71
G8V,9.883026E-06,0.749,5239,4.5,-0.21
G5,-5.153216E-05,0.717,5426,4.5,-0.04
G1V,-0.0002500663,0.6,5630,4.5,-0.45
G8V,6.108407E-06,0.692,5285,4.62,-0.71
K3V,3.382638E-05,0.95,4775,4.409,-0.12
G8V,1.864027E-05,0.851,5211,4.38,0.36
G5,8.426876E-06,0.717,5426,4.5,-0.04
G2V,-3.760384E-05,0.539,5373,4.37,-1.08
G1V,0.000626346,0.6,5630,4.5,-0.45
G5Vp,0.000123686,0.704,5320,4.49,-0.76
G5,0.0002048712,0.53,5746,4.16,-0.76
M1V,-0.0002511998,1.474,3705,4.8,0.6
G2V,0.001028139,0.539,5373,4.37,-1.08
M1V,0.0002389947,1.474,3705,4.8,0.6
0,1.803414E-07,0,4752,4.641,-0.91
G8V,-8.814006E-05,0.66,5761,4.5,0.17
G0V,-0.0002030469,0.526,5704,4.36,-0.74
F9V,0.0001716813,0.486,5790,3.7,-0.65
F9V,2.980727E-05,0.568,5748,4.17,-0.42
K0,3.593386E-05,0.773,5261,4.55,-0.03
G0V,0.0003645899,0.526,5704,4.36,-0.74
G5Vp,1.303817E-05,0.704,5320,4.49,-0.76
G1V,0.0003134053,0.561,5659,4.42,-0.6
K0V,-6.189556E-05,0.786,5221,4.5,-0.24
G5Vp,-0.0001995456,0.704,5320,4.49,-0.76
F2,-0.0003054998,0.385,6432,4.129,-0.33
G5Vp,0.0001400459,0.704,5320,4.49,-0.76
G5,3.157071E-05,0.645,5476,4.357,-0.32
M2V,-5.5691E-06,1.502,3717,4.89,-0.2
G1V,6.785199E-05,0.6,5630,4.5,-0.45
G6V,-5.166446E-05,0.603,5474,4.16,-0.67
K2V,-0.0001020948,0.871,4955,4.47,-0.23
F8V,0.0005948651,0.661,5152,2.4,-1.42
G1V,0.0001913466,0.6,5630,4.5,-0.45
G5Vp,-0.0001130128,0.704,5320,4.49,-0.76
G5,-5.905299E-05,0.645,5476,4.357,-0.32
G5,-0.0002333123,0.717,5426,4.5,-0.04
G5,-0.0001336884,0.717,5426,4.5,-0.04
G5,-0.0001348679,0.632,5443,4.405,-0.3
G5,-9.231E-05,0.717,5426,4.5,-0.04
G5Vp,-9.995691E-06,0.704,5320,4.49,-0.76
G2V,0.000249663,0.539,5373,4.37,-1.08
G6V,-0.000196452,0.603,5474,4.16,-0.67
G0V,1.178914E-05,0.526,5704,4.36,-0.74
G0V,5.080449E-05,0.526,5704,4.36,-0.74
G8V,-9.982557E-05,0.692,5285,4.62,-0.71
G5,-4.22865E-05,0.645,5476,4.357,-0.32
G8IV-V,-1.771088E-05,0.701,5563,4.23,-0.02
K0,0.0005631213,0.624,5100,2.73,-1.82
G0V,9.140988E-05,0.564,5651,4.42,-0.32
G5,8.270057E-05,0.717,5426,4.5,-0.04
K5V,2.785722E-05,1.069,4382,4.64,-0.28
G5Vp,-0.0002144928,0.704,5320,4.49,-0.76
K0V,-3.265968E-05,0.786,5221,4.5,-0.24
M1V,-0.0001182788,1.474,3705,4.8,0.6
